critic_name,top_critic,publisher_name,total_reviews,agreement_rate,fresh_rate,tier
Jessica Winter,True,Village Voice,184,0.6793478260869565,0.32065217391304346,Average
Néstor Burtone,False,Otroscines.com,53,0.6792452830188679,0.5283018867924528,Average
Wesley Morris,True,Grantland,377,0.6790450928381963,0.4270557029177719,Average
Amy Taubin,True,Village Voice,81,0.6790123456790124,0.4691358024691358,Average
William Bibbiani,False,CraveOnline,632,0.6787974683544303,0.685126582278481,Average
Peter Rainer,True,New York Magazine/Vulture,361,0.6786703601108033,0.5041551246537396,Average
Bill Zwecker,True,Chicago Sun-Times,140,0.6785714285714286,0.6357142857142857,Average
Chris Petit,True,Time Out,28,0.6785714285714286,0.5357142857142857,Average
Dan Kaufman,False,Paste Magazine,28,0.6785714285714286,0.6785714285714286,Average
Richard von Busack,False,"Pacific Sun (San Rafael, CA)",28,0.6785714285714286,0.6785714285714286,Average
Matt Miller,False,Esquire Magazine,28,0.6785714285714286,0.6785714285714286,Average
Rob Salem,True,Toronto Star,28,0.6785714285714286,0.6071428571428571,Average
Glen Oliver,False,IGN Movies,28,0.6785714285714286,0.5,Average
Alison Foreman,False,Mashable,28,0.6785714285714286,0.6785714285714286,Average
Dustin Putman,False,TheFilmFile.com,3307,0.6782582400967644,0.5258542485636528,Average
Chuck O'Leary,False,Fantastica Daily,1190,0.6781512605042017,0.6142857142857143,Average
David Harris,False,Spectrum Culture,407,0.6781326781326781,0.6117936117936118,Average
Austin Kennedy,False,Sin Magazine,416,0.6778846153846154,0.4182692307692308,Average
Glenn Lovell,True,San Jose Mercury News,388,0.6778350515463918,0.5412371134020618,Average
Penelope Houston,False,Sight and Sound,31,0.6774193548387096,0.7419354838709677,Average
Perri Nemiroff,False,Perri Nemiroff,62,0.6774193548387096,0.8387096774193549,Average
Padraic McKiernan,False,Sunday Independent (Ireland),31,0.6774193548387096,0.6774193548387096,Average
Bob Longino,True,Atlanta Journal-Constitution,217,0.6774193548387096,0.5345622119815668,Average
Ben Travis,False,Empire Magazine,31,0.6774193548387096,0.7419354838709677,Average
Tyler Smith,False,Battleship Pretension,62,0.6774193548387096,0.5,Average
Kristen Lopez,False,Spectrum Culture,31,0.6774193548387096,0.5161290322580645,Average
Chus Pérez Girón,False,Espinof,31,0.6774193548387096,0.8709677419354839,Average
Nev Pierce,True,BBC.com,248,0.6774193548387096,0.6814516129032258,Average
Paul Freitag-Fey,False,Daily Grindhouse,31,0.6774193548387096,0.6129032258064516,Average
Manny Farber,False,Artforum,31,0.6774193548387096,0.6129032258064516,Average
Ellen Kim,False,Seattle Post-Intelligencer,31,0.6774193548387096,0.3548387096774194,Average
Ian Mantgani,False,The Skinny,31,0.6774193548387096,0.7741935483870968,Average
Vincent Schilling,False,Indian Country Today,62,0.6774193548387096,0.9032258064516129,Average
Sura Wood,True,Hollywood Reporter,31,0.6774193548387096,0.7096774193548387,Average
Kenji Fujishima,False,Slant Magazine,158,0.6772151898734177,0.4430379746835443,Average
Annlee Ellingson,False,Paste Magazine,127,0.6771653543307087,0.7007874015748031,Average
Christian Toto,False,HollywoodInToto.com,551,0.676950998185118,0.6787658802177858,Average
Tom Grealis,False,RTÉ (Ireland),65,0.676923076923077,0.5076923076923077,Average
Simon Thompson,False,Heart 106.2,65,0.676923076923077,0.8307692307692308,Average
Randy Cordova,True,Arizona Republic,393,0.6768447837150128,0.49363867684478374,Average
David Elliott,False,San Diego Union-Tribune,1281,0.6768149882903981,0.4785323965651834,Average
John R. McEwen,False,Film Quips Online,792,0.6767676767676768,0.6590909090909091,Average
Tony Macklin,False,Fayetteville Free Weekly,133,0.6766917293233082,0.5714285714285714,Average
Troy Patterson,False,Spin,34,0.6764705882352942,0.6764705882352942,Average
Nathaniel Muir,False,AIPT,34,0.6764705882352942,0.8529411764705882,Average
Kate Muir,False,Daily Mail (UK),34,0.6764705882352942,0.6764705882352942,Average
Randall King,False,Winnipeg Sun,34,0.6764705882352942,0.4411764705882353,Average
Nick Schager,False,Paste Magazine,34,0.6764705882352942,0.38235294117647056,Average
Paul Attanasio,True,Washington Post,170,0.6764705882352942,0.34705882352941175,Average
Joey Keogh,False,Wicked Horror,170,0.6764705882352942,0.7,Average
Bill Weber,False,Slant Magazine,210,0.6761904761904762,0.43333333333333335,Average
Kam Williams,False,Upstage Magazine,71,0.676056338028169,0.7464788732394366,Average
Paul Salfen,False,Supercala.com,179,0.6759776536312849,0.6759776536312849,Average
Megan Basham,False,WORLD,324,0.6759259259259259,0.6419753086419753,Average
Prairie Miller,False,Long Island Press,290,0.6758620689655173,0.696551724137931,Average
Carmen Paddock,False,One Room With A View,37,0.6756756756756757,0.6486486486486487,Average
Kevin C. Johnson,True,St. Louis Post-Dispatch,74,0.6756756756756757,0.6621621621621622,Average
Charles Bramesco,True,Guardian,37,0.6756756756756757,0.4864864864864865,Average
Mario Tarradell,True,Dallas Morning News,37,0.6756756756756757,0.7027027027027027,Average
Dov Kornits,False,FILMINK (Australia),37,0.6756756756756757,0.8378378378378378,Average
Joshua Tyler,False,CinemaBlend,903,0.6755260243632336,0.6013289036544851,Average
Michael Nordine,True,Village Voice,114,0.6754385964912281,0.37719298245614036,Average
Ben Kenigsberg,True,New York Times,357,0.6750700280112045,0.47619047619047616,Average
Jake Cole,False,Slant Magazine,166,0.6746987951807228,0.3614457831325301,Average
Eric Lurio,False,Entertainment Insiders,166,0.6746987951807228,0.5963855421686747,Average
Michael Brody,False,CinemaBlend,43,0.6744186046511628,0.5348837209302325,Average
Bill Gibron,False,DVD Verdict,43,0.6744186046511628,0.7674418604651163,Average
Stephen Farber,False,Movieline,175,0.6742857142857143,0.6971428571428572,Average
Dennis Lim,True,Village Voice,184,0.6739130434782609,0.3641304347826087,Average
Laura Hiros,False,Rincón de cine,138,0.6739130434782609,0.8188405797101449,Average
Keith Watson,False,Slant Magazine,138,0.6739130434782609,0.2608695652173913,Average
Kam Williams,False,NewsBlaze,564,0.6737588652482269,0.7854609929078015,Average
Matthew Bond,False,The Mail on Sunday (UK),901,0.6736958934517203,0.5837957824639289,Average
Jay Horton,False,Willamette Week,49,0.673469387755102,0.5102040816326531,Average
Alicia Potter,False,Boston Phoenix,49,0.673469387755102,0.2857142857142857,Average
Luke Y. Thompson,False,Forbes,101,0.6732673267326733,0.6633663366336634,Average
Brian Orndorf,False,OhmyNews.com,156,0.6730769230769231,0.46153846153846156,Average
Michael Sragow,False,Film Comment Magazine,217,0.6728110599078341,0.5253456221198156,Average
Tomas Hachard,False,Slant Magazine,58,0.6724137931034483,0.3103448275862069,Average
Roz Laws,False,Birmingham Post,244,0.6721311475409836,0.7663934426229508,Average
Chris Barsanti,False,Filmcritic.com,436,0.6720183486238532,0.5252293577981652,Average
A.O. Scott,True,At the Movies,125,0.672,0.496,Average
Damien Straker,False,Impulse Gamer,317,0.6719242902208202,0.48580441640378547,Average
Steve Rhodes,False,Internet Reviews,2933,0.6716672349130584,0.46198431639959087,Average
Kate Taylor,True,Globe and Mail,289,0.671280276816609,0.4809688581314879,Average
Greg Quill,True,Toronto Star,73,0.6712328767123288,0.5753424657534246,Average
Felicia Feaster,False,Creative Loafing,76,0.6710526315789473,0.4605263157894737,Average
D.K. Holm,False,DVDTalk.com,76,0.6710526315789473,0.618421052631579,Average
Christian Toto,False,What Would Toto Watch?,380,0.6710526315789473,0.631578947368421,Average
William Thomas,False,Empire Magazine,152,0.6710526315789473,0.6710526315789473,Average
Gregory Weinkauf,False,New Times,307,0.6710097719869706,0.7068403908794788,Average
Eddie Harrison,False,The List,340,0.6705882352941176,0.5,Average
Kevin Carr,False,Fat Guys at the Movies,607,0.6705107084019769,0.6408566721581549,Average
Joe Leydon,True,Variety,734,0.670299727520436,0.6158038147138964,Average
Jake Euker,False,"F5 (Wichita, KS)",928,0.6702586206896551,0.47413793103448276,Average
Vincent Canby,True,New York Times,727,0.6698762035763411,0.5488308115543329,Average
Kevin Carr,False,7M Pictures,1464,0.6693989071038251,0.5990437158469946,Average
Francisco Marinero,False,El Mundo (Spain),124,0.6693548387096774,0.3709677419354839,Average
Ed Park,True,Village Voice,130,0.6692307692307692,0.4461538461538462,Average
Erin Free,False,FILMINK (Australia),266,0.6691729323308271,0.9097744360902256,Average
Oliver Jones,True,Observer,145,0.6689655172413793,0.5793103448275863,Average
Edgardo Reséndiz,False,Reforma,157,0.6687898089171974,0.7898089171974523,Average
Kevin A. Ranson,False,MovieCrypt.com,987,0.668693009118541,0.7304964539007093,Average
David Cornelius,False,DVDTalk.com,169,0.6686390532544378,0.4911242603550296,Average
Sara Maria Vizcarrondo,False,Boxoffice Magazine,172,0.6686046511627907,0.7848837209302325,Average
Katherine Monk,False,Ex-Press.com,307,0.6677524429967426,0.8175895765472313,Average
Karina Montgomery,False,Cinerina,1017,0.6676499508357916,0.7659783677482792,Average
David Noh,False,Film Journal International,1281,0.667447306791569,0.5035128805620609,Average
Ben Sachs,True,Chicago Reader,694,0.6671469740634006,0.5850144092219021,Average
Lauren Wissot,False,Slant Magazine,33,0.6666666666666666,0.48484848484848486,Average
Matt Noller,False,Slant Magazine,24,0.6666666666666666,0.4583333333333333,Average
Kara Nesvig,True,Minneapolis Star Tribune,21,0.6666666666666666,0.6666666666666666,Average
Emma Stefansky,False,Thrillist,24,0.6666666666666666,0.8333333333333334,Average
Edward Douglas,False,The Tracking Board,21,0.6666666666666666,0.6190476190476191,Average
Kevin B. Lee,True,Time Out,21,0.6666666666666666,0.5238095238095238,Average
Becky Suter,False,TheShiznit.co.uk,30,0.6666666666666666,0.6333333333333333,Average
Doug Walker,False,Channel Awesome,33,0.6666666666666666,0.5454545454545454,Average
MontiLee Stormer,False,MovieReelist.com,36,0.6666666666666666,0.5833333333333334,Average
Darrin Keene,False,Film Threat,48,0.6666666666666666,0.6458333333333334,Average
Annlee Ellingson,True,Los Angeles Times,27,0.6666666666666666,0.5555555555555556,Average
Lena Wilson,False,The Playlist,24,0.6666666666666666,0.5833333333333334,Average
Laurence Boyce,False,The Baltic Times,33,0.6666666666666666,0.5757575757575758,Average
Kevin Fallon,False,The Daily Beast,63,0.6666666666666666,0.7619047619047619,Average
Debbie Baldwin,False,Ladue News,243,0.6666666666666666,0.757201646090535,Average
Sean Axmaker,False,Nitrate Online,27,0.6666666666666666,0.5925925925925926,Average
David Ehrlich,True,Little White Lies,27,0.6666666666666666,0.5925925925925926,Average
David Ehrenstein,False,New Times,30,0.6666666666666666,0.8333333333333334,Average
Nick Schager,False,Film Journal International,93,0.6666666666666666,0.3118279569892473,Average
Jovanka Vuckovic,False,Rue Morgue Magazine,21,0.6666666666666666,0.9047619047619048,Average
Julia Wallace,True,Village Voice,33,0.6666666666666666,0.3333333333333333,Average
Oleg Ivanov,False,Slant Magazine,51,0.6666666666666666,0.5490196078431373,Average
James Dyer,False,Empire Magazine,48,0.6666666666666666,0.6875,Average
Jason Clark,False,Matinee Magazine,141,0.6666666666666666,0.3829787234042553,Average
Aakash Karkare,False,Scroll.in,48,0.6666666666666666,0.6458333333333334,Average
Abbey Bender,True,Village Voice,45,0.6666666666666666,0.5111111111111111,Average
Jeffrey Huston,False,Jeff Huston's Believe Me,87,0.6666666666666666,0.5862068965517241,Average
Alejandro Turdo,False,EscribiendoCine,27,0.6666666666666666,0.7037037037037037,Average
Isaac Feldberg,False,We Got This Covered,126,0.6666666666666666,0.5873015873015873,Average
Inkoo Kang,True,Los Angeles Times,51,0.6666666666666666,0.45098039215686275,Average
Ian Buckwalter,True,The Atlantic,33,0.6666666666666666,0.7575757575757576,Average
Hazel-Dawn Dumpert,False,L.A. Weekly,72,0.6666666666666666,0.4861111111111111,Average
Rafe Telsch,False,CinemaBlend,57,0.6666666666666666,0.5614035087719298,Average
Philip Marchand,True,Toronto Star,63,0.6666666666666666,0.47619047619047616,Average
Guy Lodge,True,Time Out,66,0.6666666666666666,0.5606060606060606,Average
Gus Edgar,False,Film Inquiry,33,0.6666666666666666,0.6666666666666666,Average
Glen Bucher,False,ComingSoon.net,21,0.6666666666666666,1.0,Average
Andrew Male,False,Empire Magazine,21,0.6666666666666666,0.9047619047619048,Average
Andrew Osmond,False,SFX Magazine,30,0.6666666666666666,0.6666666666666666,Average
G. Allen Johnson,False,San Francisco Examiner,39,0.6666666666666666,0.6153846153846154,Average
Angela L. Harmon,False,The NitPic,21,0.6666666666666666,0.5238095238095238,Average
Fernando Alvarez,False,Clarín,21,0.6666666666666666,0.8571428571428571,Average
Pat Padua,False,DCist,279,0.6666666666666666,0.5770609318996416,Average
Suso Aira,False,Sensacine,27,0.6666666666666666,0.8518518518518519,Average
Wesley Lovell,False,Apollo Guide,45,0.6666666666666666,0.35555555555555557,Average
Josh Gilchrist,False,rec.arts.movies.reviews,33,0.6666666666666666,0.5151515151515151,Average
Josh Spiegel,False,Movie Mezzanine,51,0.6666666666666666,0.43137254901960786,Average
Owen Gleiberman,True,BBC.com,51,0.6666666666666666,0.6470588235294118,Average
Lewis Beale,False,Film Journal International,153,0.6666666666666666,0.5686274509803921,Average
Daphne Gordon,True,Toronto Star,54,0.6666666666666666,0.5,Average
James Vance,False,Tulsa World,21,0.6666666666666666,0.9523809523809523,Average
Michael Esposito,True,Chicago Tribune,24,0.6666666666666666,0.5833333333333334,Average
Chris Barsanti,False,Slant Magazine,36,0.6666666666666666,0.5277777777777778,Average
Scott Gwin,False,CinemaBlend,45,0.6666666666666666,0.5555555555555556,Average
Brandon Judell,False,GreenCine,21,0.6666666666666666,0.6666666666666666,Average
Bob Fenster,True,Arizona Republic,51,0.6666666666666666,0.5882352941176471,Average
Max Messier,False,Filmcritic.com,120,0.6666666666666666,0.475,Average
Carlos F. Heredero,False,Caimán Cuadernos de Cine,75,0.6666666666666666,0.64,Average
Dan Kois,True,Slate,27,0.6666666666666666,0.7777777777777778,Average
Chris Ward,False,Flickering Myth,30,0.6666666666666666,0.7666666666666667,Average
Charles Solomon,True,Los Angeles Times,39,0.6666666666666666,0.5128205128205128,Average
Brian Collins,False,Birth.Movies.Death.,21,0.6666666666666666,0.8571428571428571,Average
Chris Alexander,False,Alexander On Film,39,0.6666666666666666,0.9487179487179487,Average
Tracy Allerton,False,South Florida Sun-Sentinel,36,0.6666666666666666,0.6111111111111112,Average
Michael Gingold,True,Time Out,27,0.6666666666666666,0.2962962962962963,Average
Cameron Ward,False,One Room With A View,36,0.6666666666666666,0.8611111111111112,Average
Mark Freeman,False,Critical Eye,24,0.6666666666666666,0.7083333333333334,Average
Sara Cardace,True,New York Magazine/Vulture,33,0.6666666666666666,0.9393939393939394,Average
Lisa Ann Cockrel,False,Christianity Today,60,0.6666666666666666,0.6166666666666667,Average
Maria Lattila,False,Film Inquiry,33,0.6666666666666666,0.6666666666666666,Average
Burl Burlingame,False,Honolulu Star-Advertiser,141,0.6666666666666666,0.7375886524822695,Average
Dan Tabor,False,Cinapse,24,0.6666666666666666,0.875,Average
Matthew Kassel,True,Observer,27,0.6666666666666666,0.6296296296296297,Average
Sam Fragoso,True,TheWrap,36,0.6666666666666666,0.5,Average
Ryan Pollard,False,Starburst,51,0.6666666666666666,0.7450980392156863,Average
Brandon Davis,False,ComicBook.com,66,0.6666666666666666,0.803030303030303,Average
Stephanie Zacharek,True,Salon.com,1006,0.6660039761431411,0.4840954274353877,Average
Michael Booth,True,Denver Post,425,0.6658823529411765,0.64,Average
Maria Garcia,False,Film Journal International,233,0.6652360515021459,0.6523605150214592,Average
Jason Di Rosso,False,"MovieTime, ABC Radio National",227,0.6651982378854625,0.5154185022026432,Average
Jolene Mendez,False,Entertainment Spectrum,319,0.664576802507837,0.664576802507837,Average
Ray Bennett,True,Hollywood Reporter,152,0.6644736842105263,0.6513157894736842,Average
Jay Stone,False,Ottawa Citizen,134,0.664179104477612,0.43283582089552236,Average
Caffeinated Clint,False,Film Threat,202,0.6633663366336634,0.698019801980198,Average
Marcy Dermansky,False,About.com,264,0.6628787878787878,0.6856060606060606,Average
Reagan Gavin Rasquinha,False,The Times of India,258,0.6627906976744186,0.8178294573643411,Average
Chris Barsanti,False,Film Racket,86,0.6627906976744186,0.5930232558139535,Average
Leonardo Garcia Tsao,False,La Jornada,83,0.6626506024096386,0.5662650602409639,Average
Robert Wilonsky,True,Village Voice,154,0.6623376623376623,0.44805194805194803,Average
Jaime N. Christley,False,Slant Magazine,74,0.6621621621621622,0.5540540540540541,Average
Jesse Hassenger,False,Brooklyn Magazine,74,0.6621621621621622,0.6216216216216216,Average
Adam Lippe,False,Examiner.com,145,0.6620689655172414,0.43448275862068964,Average
Keith Breese,False,Filmcritic.com,71,0.6619718309859155,0.4647887323943662,Average
James E. Laczkowski,False,Hollywood Bitchslap,68,0.6617647058823529,0.6323529411764706,Average
Joseph Jon Lanthier,False,Slant Magazine,136,0.6617647058823529,0.5220588235294118,Average
Todd Gilchrist,False,IGN Movies,269,0.6617100371747212,0.6356877323420075,Average
J. Olson,False,Cinemixtape,736,0.6616847826086957,0.5502717391304348,Average
Rebecca Barry Hill,False,Flicks.co.nz,65,0.6615384615384615,0.8769230769230769,Average
Michael A. Smith,False,Nolan's Pop Culture Review,502,0.6613545816733067,0.8804780876494024,Average
Kiko Vega,False,Espinof,62,0.6612903225806451,0.8709677419354839,Average
Peter Henne,False,Film Journal International,62,0.6612903225806451,0.6451612903225806,Average
Dan Marcucci and Nancy Serougi,False,Broomfield Enterprise,174,0.6609195402298851,0.7528735632183908,Average
Phil Villarreal,False,OK! Magazine,171,0.6608187134502924,0.6491228070175439,Average
Ed Koch,True,The Atlantic,56,0.6607142857142857,0.5714285714285714,Average
Luke Buckmaster,False,The Daily Review/Crikey,215,0.6604651162790698,0.6093023255813953,Average
Andrew Kasch,False,Dread Central,53,0.660377358490566,0.7547169811320755,Average
Jackie Loohauis,False,Milwaukee Journal Sentinel,103,0.6601941747572816,0.5145631067961165,Average
Janet Branagan,False,Apollo Guide,50,0.66,0.48,Average
Stephanie Zacharek,True,NPR,47,0.6595744680851063,0.6170212765957447,Average
Vadim Rizov,True,Village Voice,47,0.6595744680851063,0.14893617021276595,Average
Abbie Bernstein,False,Assignment X,713,0.6591865357643759,0.7755960729312763,Average
Matt Pais,False,MattPais.com,44,0.6590909090909091,0.45454545454545453,Average
Patrick Kolan,False,IGN Movies AU,41,0.6585365853658537,0.7804878048780488,Average
Nathan Osborne,False,Film Inquiry,41,0.6585365853658537,0.6097560975609756,Average
Diana Saenger,False,ReviewExpress.com,521,0.6583493282149712,0.7907869481765835,Average
Kim Williamson,False,Boxoffice Magazine,120,0.6583333333333333,0.5666666666666667,Average
Brandon Judell,False,Critics Inc./America Online,38,0.6578947368421053,0.5789473684210527,Average
Rex Reed,True,Observer,1787,0.6575265808617795,0.498041410184667,Average
Gerald Peary,False,Arts Fuse,105,0.6571428571428571,0.7047619047619048,Average
Jordan Ruimy,False,World of Reel,245,0.6571428571428571,0.5877551020408164,Average
Luke Y. Thompson,True,Village Voice,35,0.6571428571428571,0.5714285714285714,Average
Stephen Schaefer,False,Boston Herald,399,0.656641604010025,0.6942355889724311,Average
Brigit Grant,False,Daily Express (UK),64,0.65625,0.71875,Average
Stephen Romei,False,The Australian,352,0.65625,0.7840909090909091,Average
Barbara Ellen,True,Times (UK),32,0.65625,0.53125,Average
Dan Zak,True,Washington Post,32,0.65625,0.5,Average
Edward Douglas,False,ShockTillYouDrop.com,32,0.65625,0.46875,Average
Eileen Jones,False,The Jacobin,32,0.65625,0.59375,Average
Chuck Yarborough,False,Cleveland Plain Dealer,32,0.65625,0.875,Average
Nina Garin,False,San Diego Union-Tribune,64,0.65625,0.609375,Average
Bruce Westbrook,True,Houston Chronicle,538,0.6561338289962825,0.5594795539033457,Average
Nicolas Rapold,False,Film Comment Magazine,90,0.6555555555555556,0.7444444444444445,Average
Amy Nicholson,True,Los Angeles Times,29,0.6551724137931034,0.4482758620689655,Average
Shaun Munro,False,Film School Rejects,29,0.6551724137931034,0.6206896551724138,Average
Antonia Quirke,False,Independent on Sunday,29,0.6551724137931034,0.6551724137931034,Average
Sameen Amer,False,The Express Tribune (Pakistan),58,0.6551724137931034,0.5,Average
Jeffrey Bloomer,False,Paste Magazine,29,0.6551724137931034,0.5172413793103449,Average
Isabel Quigly,False,The Spectator,87,0.6551724137931034,0.6781609195402298,Average
Andrew Whalen,True,Newsweek,29,0.6551724137931034,0.7241379310344828,Average
Santiago Alverú,False,Cinemanía (Spain),29,0.6551724137931034,0.7586206896551724,Average
Chuck O'Leary,False,FulvueDrive-in.com,374,0.6550802139037433,0.5909090909090909,Average
Brian Orndorf,False,eFilmCritic.com,229,0.6550218340611353,0.5764192139737991,Average
Luke Y. Thompson,False,Nerdist,113,0.6548672566371682,0.6814159292035398,Average
Daniel Barnes,False,Sacramento News & Review,356,0.6544943820224719,0.5196629213483146,Average
Cheryl DeWolfe,False,Apollo Guide,81,0.654320987654321,0.41975308641975306,Average
Mark Demetrius,False,FILMINK (Australia),133,0.6541353383458647,0.6992481203007519,Average
Dolores Barclay,True,Associated Press,26,0.6538461538461539,0.6538461538461539,Average
Alexandra Cavallo,False,Boston Phoenix,26,0.6538461538461539,0.5384615384615384,Average
S. James Snyder,True,Time Out,26,0.6538461538461539,0.4230769230769231,Average
David Grove,False,Film Threat,52,0.6538461538461539,0.5576923076923077,Average
Winda Benedetti,False,Seattle Post-Intelligencer,26,0.6538461538461539,0.46153846153846156,Average
James Mottram,False,The National (UAE),26,0.6538461538461539,0.8076923076923077,Average
Joshua Tyler,False,Filmcritic.com,26,0.6538461538461539,0.7307692307692307,Average
Naomi Soanes,False,One Room With A View,26,0.6538461538461539,0.5,Average
John Wooley,False,Tulsa World,26,0.6538461538461539,0.6538461538461539,Average
Kate Erbland,False,Boxoffice Magazine,26,0.6538461538461539,0.5384615384615384,Average
Avaryl Halley,False,Movie Bitches,254,0.6535433070866141,0.5039370078740157,Average
Steve Simels,False,TV Guide,98,0.6530612244897959,0.37755102040816324,Average
Mae Abdulbaki,False,The Young Folks,49,0.6530612244897959,0.40816326530612246,Average
Alan Zilberman,False,Brightest Young Things,98,0.6530612244897959,0.6836734693877551,Average
Tania Lamb,False,Lola Lambchops,49,0.6530612244897959,0.7959183673469388,Average
Matt Joseph,False,We Got This Covered,72,0.6527777777777778,0.5694444444444444,Average
Tom Keogh,True,Seattle Times,515,0.6524271844660194,0.6621359223300971,Average
Peter Rainer,True,Los Angeles Times,69,0.6521739130434783,0.42028985507246375,Average
Todd R. Ramlow,False,PopMatters,69,0.6521739130434783,0.4492753623188406,Average
Lynnette Nicholas,False,Black Girl Nerds,23,0.6521739130434783,0.9565217391304348,Average
Lisa Twang,False,The New Paper (Singapore),23,0.6521739130434783,0.7391304347826086,Average
Leslie Felperin,False,Sight and Sound,23,0.6521739130434783,0.782608695652174,Average
Victoria Alexander,False,Las Vegas Informer,115,0.6521739130434783,0.6608695652173913,Average
Marcelo Stiletano,False,La Nación (Argentina),23,0.6521739130434783,0.6086956521739131,Average
Chris Barsanti,False,ToxicUniverse.com,23,0.6521739130434783,0.7391304347826086,Average
Tina Hassannia,False,Movie Mezzanine,23,0.6521739130434783,0.6521739130434783,Average
Ben Kenigsberg,True,Time Out,230,0.6521739130434783,0.5347826086956522,Average
JoBlo,False,JoBlo's Movie Network,1438,0.6515994436717664,0.6787204450625869,Average
Jacob Knight,False,Birth.Movies.Death.,152,0.6513157894736842,0.8026315789473685,Average
Todd Gilchrist,False,Boxoffice Magazine,43,0.6511627906976745,0.5348837209302325,Average
Greg Muskewitz,False,eFilmCritic.com,364,0.6510989010989011,0.5439560439560439,Average
Ignatiy Vishnevetsky,False,Ebert Presents At The Movies,149,0.6510067114093959,0.5167785234899329,Average
Dwayne E. Leslie,False,Boxoffice Magazine,63,0.6507936507936508,0.5714285714285714,Average
Victoria Alexander,False,FilmsInReview.com,809,0.6501854140914709,0.5920889987639061,Average
Ian Buruma,False,The New York Review of Books,20,0.65,0.65,Mild Contrarian
Francesca Steele,False,Sky Cinema,60,0.65,0.6833333333333333,Mild Contrarian
Mike Ward,False,PopMatters,20,0.65,0.3,Mild Contrarian
Jack Garner,False,"Journal News (Westchester, NY)",20,0.65,0.75,Mild Contrarian
Bilge Ebiri,False,Citysearch,20,0.65,0.45,Mild Contrarian
Russell Edwards,True,Variety,40,0.65,0.55,Mild Contrarian
Bruce C. Steele,False,OutWeek,20,0.65,0.45,Mild Contrarian
Rich Phippen,False,HeyUGuys,20,0.65,0.7,Mild Contrarian
James O'Ehley,False,fantastiqueZINE,20,0.65,0.35,Mild Contrarian
Eric Campos,False,Film Threat,97,0.6494845360824743,0.8041237113402062,Mild Contrarian
Michael Szymanski,False,Hollywood.com,77,0.6493506493506493,0.6493506493506493,Mild Contrarian
Jim Schembri,False,3AW,1360,0.649264705882353,0.8169117647058823,Mild Contrarian
David Thomson,True,The New Republic,114,0.6491228070175439,0.5526315789473685,Mild Contrarian
Stax,False,IGN Movies,114,0.6491228070175439,0.7105263157894737,Mild Contrarian
Larry Carroll,False,FilmStew.com,94,0.648936170212766,0.5531914893617021,Mild Contrarian
Amy Nicholson,True,I.E. Weekly,413,0.648910411622276,0.5617433414043583,Mild Contrarian
Jesse Cataldo,False,Slant Magazine,148,0.6486486486486487,0.4391891891891892,Mild Contrarian
Antonia Quirke,True,Financial Times,185,0.6486486486486487,0.42702702702702705,Mild Contrarian
Mick LaSalle,True,San Francisco Chronicle,2967,0.6484664644421975,0.5773508594539939,Mild Contrarian
Monica Castillo,False,Dig Boston,54,0.6481481481481481,0.35185185185185186,Mild Contrarian
Don Shanahan,False,25YL (25 Years Later),54,0.6481481481481481,0.7962962962962963,Mild Contrarian
Nell Minow,False,Beliefnet,665,0.6481203007518797,0.762406015037594,Mild Contrarian
Luke Buckmaster,False,Flicks.com.au,71,0.647887323943662,0.5211267605633803,Mild Contrarian
Alex Ramirez,False,Cinenganos,230,0.6478260869565218,0.9130434782608695,Mild Contrarian
Luke Y. Thompson,False,New Times,849,0.6478209658421673,0.6489988221436984,Mild Contrarian
Fred Topel,False,CraveOnline,241,0.6473029045643154,0.8049792531120332,Mild Contrarian
Brigid Presecky,False,FF2 Media,85,0.6470588235294118,0.9411764705882353,Mild Contrarian
Nick Pinkerton,False,Reverse Shot,51,0.6470588235294118,0.5686274509803921,Mild Contrarian
Joyce Slaton,False,Common Sense Media,102,0.6470588235294118,0.8431372549019608,Mild Contrarian
Jason Ferguson,False,Orlando Weekly,68,0.6470588235294118,0.6617647058823529,Mild Contrarian
Nick Rogers,False,Midwest Film Journal,232,0.646551724137931,0.5258620689655172,Mild Contrarian
Leonard Klady,True,Variety,99,0.6464646464646465,0.6565656565656566,Mild Contrarian
Clark Collis,True,Entertainment Weekly,82,0.6463414634146342,0.6341463414634146,Mild Contrarian
Gregory Weinkauf,False,ÜberCiné,113,0.6460176991150443,0.7256637168141593,Mild Contrarian
Jamie Russell,False,Film4,48,0.6458333333333334,0.5833333333333334,Mild Contrarian
Jay Antani,False,Filmcritic.com,48,0.6458333333333334,0.4791666666666667,Mild Contrarian
Kam Williams,False,Baret News,536,0.6455223880597015,0.9235074626865671,Mild Contrarian
Amy Nicholson,True,MTV,110,0.6454545454545455,0.6545454545454545,Mild Contrarian
Matt McKillop,False,Filmcritic.com,31,0.6451612903225806,0.5161290322580645,Mild Contrarian
Sara Brady,False,Premiere Magazine,31,0.6451612903225806,0.7096774193548387,Mild Contrarian
Robert Faires,False,Austin Chronicle,62,0.6451612903225806,0.7741935483870968,Mild Contrarian
Staci Layne Wilson,False,Opeeqo,31,0.6451612903225806,0.7741935483870968,Mild Contrarian
Tom Sander,False,South Florida Sun-Sentinel,76,0.6447368421052632,0.5921052631578947,Mild Contrarian
Leslie Stonebraker,False,New York Press,45,0.6444444444444445,0.5555555555555556,Mild Contrarian
